,cl,coupling,d,exp,gdm,gq,lam,m1s,m2s,mchi,md,mdm,mlq,mmed,mphi,obs,p1s,p2s,tag,ylq
0,0.95,,,0.32421875,,,1.0,0.23392271995544434,0.1760406494140625,400.0,,,,,750.0,0.32465498038129836,0.45086902379989624,0.5992570519447327,S3D_uR_mphi750_mchi400_lam1p0,
0,0.95,,,0.623046875,,,1.0,0.4480431079864502,0.3358612060546875,550.0,,,,,750.0,0.6235581078975024,0.8689125180244446,1.1653987169265747,S3D_uR_mphi750_mchi550_lam1p0,
0,0.95,,,1.26171875,,,1.0,0.9073224067687988,0.680145263671875,700.0,,,,,750.0,1.264210054001916,1.76967453956604,2.375249147415161,S3D_uR_mphi750_mchi700_lam1p0,
0,0.95,axial,,0.00537109375,1.0,0.25,,0.003902435302734375,0.003021240234375,,,1.0,,100.0,,0.10531689023389622,0.007768947631120682,0.010712741874158382,axial_mmed100_mdm1_gq0p25_gdm1p0,
0,0.9,axial,,0.00537109375,1.0,0.25,,0.00360870361328125,0.003021240234375,,,1.0,,100.0,,0.10531689023389622,0.006595616228878498,0.00992478709667921,axial_mmed100_mdm1_gq0p25_gdm1p0,
0,0.95,axial,,0.482421875,1.0,0.25,,0.3451801538467407,0.2600555419921875,,,100.0,,100.0,,0.4718573874930682,0.6766402721405029,0.9143579602241516,axial_mmed100_mdm100_gq0p25_gdm1p0,
0,0.9,axial,,0.40234375,1.0,0.25,,0.28054046630859375,0.20745849609375,,,100.0,,100.0,,0.39123097175168264,0.585799515247345,0.8155969381332397,axial_mmed100_mdm100_gq0p25_gdm1p0,
0,0.95,axial,,0.98046875,1.0,0.25,,0.705070972442627,0.528533935546875,,,150.0,,100.0,,0.9818148457821093,1.3751959800720215,1.8583307266235352,axial_mmed100_mdm150_gq0p25_gdm1p0,
0,0.9,axial,,0.8203125,1.0,0.25,,0.5719757080078125,0.4229736328125,,,150.0,,100.0,,0.8221335518716641,1.1943484544754028,1.6628674268722534,axial_mmed100_mdm150_gq0p25_gdm1p0,
0,0.95,axial,,1.734375,1.0,0.25,,1.2472171783447266,0.9349365234375,,,200.0,,100.0,,1.7370967182836912,2.439530849456787,3.3142244815826416,axial_mmed100_mdm200_gq0p25_gdm1p0,
0,0.9,axial,,1.453125,1.0,0.25,,1.013214111328125,0.749267578125,,,200.0,,100.0,,1.452166841063209,2.1157031059265137,2.956866502761841,axial_mmed100_mdm200_gq0p25_gdm1p0,
0,0.95,axial,,0.595703125,1.0,0.25,,0.42837977409362793,0.3211212158203125,,,150.0,,250.0,,0.5980764473866613,0.8355274200439453,1.1290655136108398,axial_mmed250_mdm150_gq0p25_gdm1p0,
0,0.9,axial,,0.49804687500000006,1.0,0.25,,0.3472709655761719,0.256805419921875,,,150.0,,250.0,,0.5000255852698112,0.7251401543617249,1.0134421586990356,axial_mmed250_mdm150_gq0p25_gdm1p0,
0,0.95,axial,,0.01806640625,1.0,0.25,,0.013205766677856445,0.00988006591796875,,,1.0,,500.0,,0.041343490410581066,0.024691645056009293,0.033670824021101,axial_mmed500_mdm1_gq0p25_gdm1p0,
0,0.9,axial,,0.01513671875,1.0,0.25,,0.011145591735839844,0.0080413818359375,,,1.0,,500.0,,0.04002323556960259,0.02175099588930607,0.029771706089377403,axial_mmed500_mdm1_gq0p25_gdm1p0,
0,0.95,axial,,0.02587890625,1.0,0.25,,0.01891636848449707,0.01415252685546875,,,150.0,,500.0,,0.02719899154191956,0.03619435057044029,0.04914345592260361,axial_mmed500_mdm150_gq0p25_gdm1p0,
0,0.9,axial,,0.02197265625,1.0,0.25,,0.014988183975219727,0.01132965087890625,,,150.0,,500.0,,0.022954742055483607,0.03157402575016022,0.04355943202972412,axial_mmed500_mdm150_gq0p25_gdm1p0,
0,0.95,axial,,0.048828125,1.0,0.25,,0.03511309623718262,0.0263214111328125,,,200.0,,500.0,,0.05084936739144716,0.06868048757314682,0.09205901622772217,axial_mmed500_mdm200_gq0p25_gdm1p0,
0,0.9,axial,,0.04052734375,1.0,0.25,,0.028757989406585693,0.021213531494140625,,,200.0,,500.0,,0.04334005717991936,0.059391483664512634,0.08242727071046829,axial_mmed500_mdm200_gq0p25_gdm1p0,
0,0.95,axial,,2.25,1.0,0.25,,1.618011474609375,1.212890625,,,300.0,,500.0,,2.2173507254303093,3.164796829223633,4.299534320831299,axial_mmed500_mdm300_gq0p25_gdm1p0,
0,0.9,axial,,1.8828125,1.0,0.25,,1.3128204345703125,0.9708251953125,,,300.0,,500.0,,1.8489013184456682,2.7502567768096924,3.837531566619873,axial_mmed500_mdm300_gq0p25_gdm1p0,
0,0.95,axial,,0.05908203125,1.0,0.25,,0.04248684644699097,0.031848907470703125,,,1.0,,1000.0,,0.059962325730661216,0.08216137439012527,0.11110622435808182,axial_mmed1000_mdm1_gq0p25_gdm1p0,
0,0.9,axial,,0.04931640625,1.0,0.25,,0.034386634826660156,0.02542877197265625,,,1.0,,1000.0,,0.05055433961369668,0.07133462280035019,0.09925448894500732,axial_mmed1000_mdm1_gq0p25_gdm1p0,
0,0.95,axial,,0.1015625,1.0,0.25,,0.07303524017333984,0.05474853515625,,,300.0,,1000.0,,0.10359649390675023,0.14326024055480957,0.19435611367225647,axial_mmed1000_mdm300_gq0p25_gdm1p0,
0,0.9,axial,,0.0849609375,1.0,0.25,,0.05903291702270508,0.043476104736328125,,,300.0,,1000.0,,0.08722478327931707,0.12410391122102737,0.17316661775112152,axial_mmed1000_mdm300_gq0p25_gdm1p0,
0,0.95,axial,,0.1953125,1.0,0.25,,0.1367330551147461,0.09918212890625,,,400.0,,1000.0,,0.19925510311014422,0.2770575284957886,0.3773137629032135,axial_mmed1000_mdm400_gq0p25_gdm1p0,
0,0.9,axial,,0.1611328125,1.0,0.25,,0.10820209980010986,0.07427215576171875,,,400.0,,1000.0,,0.16655157544119265,0.23919612169265747,0.3360278606414795,axial_mmed1000_mdm400_gq0p25_gdm1p0,
0,0.95,axial,,18.5625,1.0,0.25,,13.30440902709961,9.933837890625,,,600.0,,1000.0,,18.46585026603732,26.331546783447266,35.859901428222656,axial_mmed1000_mdm600_gq0p25_gdm1p0,
0,0.9,axial,,15.5,1.0,0.25,,10.73193359375,7.87109375,,,600.0,,1000.0,,14.99836184006212,22.714738845825195,31.882125854492188,axial_mmed1000_mdm600_gq0p25_gdm1p0,
0,0.95,axial,,0.662109375,1.0,0.25,,0.4737492799758911,0.3569183349609375,,,1.0,,2000.0,,0.6621616674468909,0.9339466094970703,1.267052412033081,axial_mmed2000_mdm1_gq0p25_gdm1p0,
0,0.9,axial,,0.552734375,1.0,0.25,,0.38482916355133057,0.2806854248046875,,,1.0,,2000.0,,0.5528845328508187,0.8073886632919312,1.1265782117843628,axial_mmed2000_mdm1_gq0p25_gdm1p0,
0,0.95,axial,,0.666015625,1.0,0.25,,0.47735726833343506,0.35642242431640625,,,200.0,,2000.0,,0.6666645693439037,0.939456582069397,1.2745275497436523,axial_mmed2000_mdm200_gq0p25_gdm1p0,
0,0.9,axial,,0.556640625,1.0,0.25,,0.3854084014892578,0.2826690673828125,,,200.0,,2000.0,,0.5559039691594547,0.8130946159362793,1.1388258934020996,axial_mmed2000_mdm200_gq0p25_gdm1p0,
0,0.95,axial,,0.796875,1.0,0.25,,0.5682549476623535,0.42645263671875,,,400.0,,2000.0,,0.7962362074438903,1.1240419149398804,1.5350974798202515,axial_mmed2000_mdm400_gq0p25_gdm1p0,
0,0.9,axial,,0.6640625,1.0,0.25,,0.45978546142578125,0.33721923828125,,,400.0,,2000.0,,0.6635879070210072,0.9731616973876953,1.365917682647705,axial_mmed2000_mdm400_gq0p25_gdm1p0,
0,0.95,axial,,1.05078125,1.0,0.25,,0.7493165731430054,0.5623321533203125,,,600.0,,2000.0,,1.0494595039417847,1.4821925163269043,2.010838270187378,axial_mmed2000_mdm600_gq0p25_gdm1p0,
0,0.9,axial,,0.875,1.0,0.25,,0.6058349609375,0.4443359375,,,600.0,,2000.0,,0.8736640686973338,1.278127670288086,1.7968915700912476,axial_mmed2000_mdm600_gq0p25_gdm1p0,
0,0.95,axial,,2.09375,1.0,0.25,,1.5006656646728516,1.1204833984375,,,800.0,,2000.0,,2.0933644951027492,2.9533650875091553,4.033393383026123,axial_mmed2000_mdm800_gq0p25_gdm1p0,
0,0.9,axial,,1.75,1.0,0.25,,1.211669921875,0.888671875,,,800.0,,2000.0,,1.7465162621697041,2.556255340576172,3.593783140182495,axial_mmed2000_mdm800_gq0p25_gdm1p0,
0,0.95,axial,,4.546875,1.0,0.25,,3.258908271789551,2.43328857421875,,,900.0,,2000.0,,4.557728392667471,6.449899196624756,8.783864974975586,axial_mmed2000_mdm900_gq0p25_gdm1p0,
0,0.9,axial,,3.7968750000000004,1.0,0.25,,2.6288909912109375,1.9281005859375,,,900.0,,2000.0,,3.7966845199394488,5.564195156097412,7.809835433959961,axial_mmed2000_mdm900_gq0p25_gdm1p0,
0,0.95,axial,,1.7890625,1.0,0.25,,1.2801012992858887,0.96441650390625,,,1.0,,2500.0,,1.7943612193762477,2.537846803665161,3.4561941623687744,axial_mmed2500_mdm1_gq0p25_gdm1p0,
0,0.9,axial,,1.49609375,1.0,0.25,,1.0358695983886719,0.759735107421875,,,1.0,,2500.0,,1.4955866753847271,2.1924760341644287,3.0773322582244873,axial_mmed2500_mdm1_gq0p25_gdm1p0,
0,0.95,axial,,5.71875,1.0,0.25,,4.098833084106445,3.0604248046875,,,1000.0,,2500.0,,5.7296689876709825,8.066654205322266,10.943744659423828,axial_mmed2500_mdm1000_gq0p25_gdm1p0,
0,0.9,axial,,4.78125,1.0,0.25,,3.310455322265625,2.427978515625,,,1000.0,,2500.0,,4.781800926454547,6.9840545654296875,9.745100975036621,axial_mmed2500_mdm1000_gq0p25_gdm1p0,
0,0.95,vector,,0.00634765625,1.0,0.25,,0.004611968994140625,0.003570556640625,,,1.0,,100.0,,0.09546344700173011,0.009181483648717403,0.012027962133288383,vector_mmed100_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,0.00537109375,1.0,0.25,,0.003902435302734375,0.003021240234375,,,1.0,,100.0,,0.09487750950173011,0.00822831317782402,0.01046051550656557,vector_mmed100_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,0.2216796875,1.0,0.25,,0.1545696258544922,0.1143035888671875,,,100.0,,100.0,,0.22204544669687312,0.32170554995536804,0.44690650701522827,vector_mmed100_mdm100_gq0p25_gdm1p0,
0,0.95,vector,,0.4921875,1.0,0.25,,0.3539400100708008,0.26531982421875,,,150.0,,100.0,,0.4827913259265134,0.6903374195098877,0.9328672289848328,vector_mmed100_mdm150_gq0p25_gdm1p0,
0,0.9,vector,,0.41210937500000006,1.0,0.25,,0.2873497009277344,0.212493896484375,,,150.0,,100.0,,0.4004888063355794,0.5980605483055115,0.8308129906654358,vector_mmed100_mdm150_gq0p25_gdm1p0,
0,0.95,vector,,0.8125,1.0,0.25,,0.5842819213867188,0.43798828125,,,200.0,,100.0,,0.8132674921018139,1.1396046876907349,1.5347718000411987,vector_mmed100_mdm200_gq0p25_gdm1p0,
0,0.9,vector,,0.6796875,1.0,0.25,,0.4739227294921875,0.3504638671875,,,200.0,,100.0,,0.6816823966845518,0.9863747358322144,1.3702508211135864,vector_mmed100_mdm200_gq0p25_gdm1p0,
0,0.95,vector,,0.2216796875,1.0,0.25,,0.15941345691680908,0.11949920654296875,,,150.0,,250.0,,0.2218471290636565,0.31092578172683716,0.4201604425907135,vector_mmed250_mdm150_gq0p25_gdm1p0,
0,0.9,vector,,0.185546875,1.0,0.25,,0.12937545776367188,0.095672607421875,,,150.0,,250.0,,0.18567084358867264,0.27015024423599243,0.3746927082538605,vector_mmed250_mdm150_gq0p25_gdm1p0,
0,0.95,vector,,0.01904296875,1.0,0.25,,0.013649940490722656,0.01041412353515625,,,1.0,,500.0,,0.06148437104953575,0.026633577421307564,0.03591784089803696,vector_mmed500_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,0.01611328125,1.0,0.25,,0.010747432708740234,0.00830841064453125,,,1.0,,500.0,,0.06061246315394693,0.023154284805059433,0.031943581998348236,vector_mmed500_mdm1_gq0p25_gdm1p0,
0,0.95,vector,,0.02001953125,1.0,0.25,,0.014633417129516602,0.01094818115234375,,,150.0,,500.0,,0.0833089420314927,0.027361012995243073,0.03652539476752281,vector_mmed500_mdm150_gq0p25_gdm1p0,
0,0.9,vector,,0.01708984375,1.0,0.25,,0.012583732604980469,0.00988006591796875,,,150.0,,500.0,,0.08229464749673975,0.023908207193017006,0.033407751470804214,vector_mmed500_mdm150_gq0p25_gdm1p0,
0,0.95,vector,,0.02197265625,1.0,0.25,,0.016061067581176758,0.01201629638671875,,,200.0,,500.0,,0.02353257940515253,0.03143172338604927,0.04221275821328163,vector_mmed500_mdm200_gq0p25_gdm1p0,
0,0.9,vector,,0.0185546875,1.0,0.25,,0.012937545776367188,0.0095672607421875,,,200.0,,500.0,,0.02022144965807649,0.026662509888410568,0.03736186400055885,vector_mmed500_mdm200_gq0p25_gdm1p0,
0,0.95,vector,,0.677734375,1.0,0.25,,0.4873697757720947,0.3653411865234375,,,300.0,,500.0,,0.6785642709399161,0.9532851576805115,1.2950854301452637,vector_mmed500_mdm300_gq0p25_gdm1p0,
0,0.9,vector,,0.56640625,1.0,0.25,,0.39493560791015625,0.29205322265625,,,300.0,,500.0,,0.5666626499663672,0.8273594379425049,1.1544440984725952,vector_mmed500_mdm300_gq0p25_gdm1p0,
0,0.95,vector,,0.06884765625,1.0,0.25,,0.049095556139945984,0.03684425354003906,,,1.0,,1000.0,,0.0697281797340842,0.09629062563180923,0.1302984654903412,vector_mmed1000_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,0.05712890625,1.0,0.25,,0.039834022521972656,0.02945709228515625,,,1.0,,1000.0,,0.05876050524769773,0.08344918489456177,0.11643962562084198,vector_mmed1000_mdm1_gq0p25_gdm1p0,
0,0.95,vector,,0.07080078125,1.0,0.25,,0.050913989543914795,0.038166046142578125,,,300.0,,1000.0,,0.07231446481607527,0.09986892342567444,0.13548864424228668,vector_mmed1000_mdm300_gq0p25_gdm1p0,
0,0.9,vector,,0.05908203125,1.0,0.25,,0.04119586944580078,0.03046417236328125,,,300.0,,1000.0,,0.06092514847032836,0.08658276498317719,0.12061887234449387,vector_mmed1000_mdm300_gq0p25_gdm1p0,
0,0.95,vector,,0.083984375,1.0,0.25,,0.06009209156036377,0.0452728271484375,,,400.0,,1000.0,,0.08553760761030332,0.11813043802976608,0.160486102104187,vector_mmed1000_mdm400_gq0p25_gdm1p0,
0,0.9,vector,,0.0703125,1.0,0.25,,0.04868316650390625,0.03570556640625,,,400.0,,1000.0,,0.0722459466335344,0.10237272828817368,0.1430741846561432,vector_mmed1000_mdm400_gq0p25_gdm1p0,
0,0.95,vector,,4.09375,1.0,0.25,,2.9341373443603516,2.1907958984375,,,600.0,,1000.0,,4.0875769676300004,5.774489879608154,7.834046363830566,vector_mmed1000_mdm600_gq0p25_gdm1p0,
0,0.9,vector,,3.421875,1.0,0.25,,2.3692474365234375,1.7376708984375,,,600.0,,1000.0,,3.415778318126053,4.998392105102539,6.974434852600098,vector_mmed1000_mdm600_gq0p25_gdm1p0,
0,0.9,vector,,15.0625,1.0,0.25,,10.42901611328125,7.64892578125,,,900.0,,1500.0,,15.054310756043561,22.00205421447754,30.93220329284668,vector_mmed1500_mdm900_gq0p25_gdm1p0,
0,0.95,vector,,0.6640625,1.0,0.25,,0.47354578971862793,0.355377197265625,,,1.0,,2000.0,,0.6628094034213874,0.9367015957832336,1.2792478799819946,vector_mmed2000_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,0.5546875,1.0,0.25,,0.38405609130859375,0.28167724609375,,,1.0,,2000.0,,0.5531690197074342,0.8102416396141052,1.1391009092330933,vector_mmed2000_mdm1_gq0p25_gdm1p0,
0,0.95,vector,,0.677734375,1.0,0.25,,0.485756516456604,0.36269378662109375,,,200.0,,2000.0,,0.6768064570167384,0.9559866189956665,1.3055853843688965,vector_mmed2000_mdm200_gq0p25_gdm1p0,
0,0.9,vector,,0.56640625,1.0,0.25,,0.3921699523925781,0.287628173828125,,,200.0,,2000.0,,0.5651965335858627,0.8273594379425049,1.1631664037704468,vector_mmed2000_mdm200_gq0p25_gdm1p0,
0,0.95,vector,,0.68359375,1.0,0.25,,0.48747360706329346,0.3658294677734375,,,400.0,,2000.0,,0.682188720913388,0.9642516374588013,1.3168728351593018,vector_mmed2000_mdm400_gq0p25_gdm1p0,
0,0.9,vector,,0.5703125,1.0,0.25,,0.39487457275390625,0.28961181640625,,,400.0,,2000.0,,0.570127837540554,0.8330653309822083,1.171188235282898,vector_mmed2000_mdm400_gq0p25_gdm1p0,
0,0.95,vector,,0.71875,1.0,0.25,,0.5142765045166016,0.387451171875,,,600.0,,2000.0,,0.7200749274363744,1.0138417482376099,1.3754432201385498,vector_mmed2000_mdm600_gq0p25_gdm1p0,
0,0.9,vector,,0.6015625,1.0,0.25,,0.41651153564453125,0.30548095703125,,,600.0,,2000.0,,0.6012408039982946,0.8787127733230591,1.2260992527008057,vector_mmed2000_mdm600_gq0p25_gdm1p0,
0,0.95,vector,,0.84765625,1.0,0.25,,0.6044672727584839,0.4536285400390625,,,800.0,,2000.0,,0.8457960456839964,1.1956720352172852,1.6221259832382202,vector_mmed2000_mdm800_gq0p25_gdm1p0,
0,0.9,vector,,0.70703125,1.0,0.25,,0.4895362854003906,0.359039306640625,,,800.0,,2000.0,,0.7058397417571715,1.0327727794647217,1.4519524574279785,vector_mmed2000_mdm800_gq0p25_gdm1p0,
0,0.95,vector,,0.98046875,1.0,0.25,,0.7027370929718018,0.5247039794921875,,,900.0,,2000.0,,0.9792579679688777,1.3830124139785767,1.888771891593933,vector_mmed2000_mdm900_gq0p25_gdm1p0,
0,0.95,vector,,1.8515625,1.0,0.25,,1.3270812034606934,0.990875244140625,,,1.0,,2500.0,,1.855395004020649,2.6191248893737793,3.5718894004821777,vector_mmed2500_mdm1_gq0p25_gdm1p0,
0,0.9,vector,,1.546875,1.0,0.25,,1.0710296630859375,0.7855224609375,,,1.0,,2500.0,,1.546424136639369,2.259546995162964,3.176647424697876,vector_mmed2500_mdm1_gq0p25_gdm1p0,
0,0.95,vector,,2.4140625,1.0,0.25,,1.7302451133728027,1.291900634765625,,,1000.0,,2500.0,,2.4196140854880626,3.4148082733154297,4.657020092010498,vector_mmed2500_mdm1000_gq0p25_gdm1p0,
0,0.9,vector,,2.015625,1.0,0.25,,1.3955841064453125,1.0235595703125,,,1000.0,,2500.0,,2.019765880319494,2.953831911087036,4.145961761474609,vector_mmed2500_mdm1000_gq0p25_gdm1p0,
0,0.95,scalar,,0.92578125,1.0,1.0,,0.6701517105102539,0.50628662109375,,,1.0,,50.0,,0.9265668411111104,1.2874212265014648,1.7111315727233887,scalar_mmed50_mdm1_gq1p0_gdm1p0,
0,0.95,scalar,,0.984375,1.0,1.0,,0.7125663757324219,0.538330078125,,,1.0,,100.0,,0.9839456650744708,1.364979863166809,1.8165955543518066,scalar_mmed100_mdm1_gq1p0_gdm1p0,
0,0.95,scalar,,1.05859375,1.0,1.0,,0.766291618347168,0.57891845703125,,,1.0,,200.0,,1.0575242024268074,1.4678949117660522,1.9535609483718872,scalar_mmed200_mdm1_gq1p0_gdm1p0,
0,0.95,scalar,,1.0078125,1.0,1.0,,0.7271332740783691,0.547210693359375,,,1.0,,300.0,,1.0056180307684175,1.3974792957305908,1.8598477840423584,scalar_mmed300_mdm1_gq1p0_gdm1p0,
